date,citizenship,cat,n,count
2013-10-01,El Salvador,other_outcomes,1,0
2013-10-01,El Salvador,t8_repatriations,1,50
2013-10-01,Peru,transfers_to_ice,1,30
2013-10-01,Peru,transfers_to_hhs,1,0
2013-10-01,Peru,usbp_releases,1,0
2013-10-01,Peru,ofo_paroles,1,0
2013-10-01,Peru,other_outcomes,1,0
2013-10-01,Peru,t8_repatriations,1,190
2013-10-01,Other,transfers_to_ice,1,840
2013-10-01,Other,transfers_to_hhs,1,30
2013-10-01,Other,usbp_releases,1,10
2013-10-01,Other,ofo_paroles,1,20
2013-10-01,Other,other_outcomes,1,0
2013-11-01,Mexico,t8_repatriations,1,19710
2013-11-01,Mexico,transfers_to_ice,1,1540
2013-11-01,Mexico,transfers_to_hhs,1,70
2013-11-01,Mexico,usbp_releases,1,60
2013-11-01,Mexico,ofo_paroles,1,610
2013-11-01,Mexico,other_outcomes,1,10
2013-11-01,Venezuela,t8_repatriations,1,0
2013-11-01,Venezuela,transfers_to_ice,1,0
2013-11-01,Venezuela,transfers_to_hhs,1,0
2013-11-01,Venezuela,usbp_releases,1,0
2013-11-01,Venezuela,ofo_paroles,1,0
2013-11-01,Venezuela,other_outcomes,1,0
2013-11-01,Guatemala,t8_repatriations,1,2200
2013-11-01,Guatemala,transfers_to_ice,1,1950
2013-11-01,Guatemala,transfers_to_hhs,1,1260
2013-11-01,Guatemala,usbp_releases,1,20
2013-11-01,Guatemala,ofo_paroles,1,0
2013-11-01,Guatemala,other_outcomes,1,0
2013-11-01,Honduras,t8_repatriations,1,1540
2013-11-01,Honduras,transfers_to_ice,1,2310
2013-11-01,Honduras,transfers_to_hhs,1,1050
2013-11-01,Honduras,usbp_releases,1,30
2013-11-01,Honduras,ofo_paroles,1,0
2013-11-01,Honduras,other_outcomes,1,0
2013-11-01,Colombia,t8_repatriations,1,10
2013-11-01,Colombia,transfers_to_ice,1,10
2013-11-01,Colombia,transfers_to_hhs,1,0
2013-11-01,Colombia,usbp_releases,1,0
2013-11-01,Colombia,ofo_paroles,1,0
2013-11-01,Colombia,other_outcomes,1,0
2013-11-01,Ecuador,t8_repatriations,1,230
2013-11-01,Ecuador,transfers_to_ice,1,90
2013-11-01,Ecuador,transfers_to_hhs,1,50
2013-11-01,Ecuador,usbp_releases,1,0
2013-11-01,Ecuador,ofo_paroles,1,10
2013-11-01,Ecuador,other_outcomes,1,0
2013-11-01,Cuba,t8_repatriations,1,0
2013-11-01,Cuba,transfers_to_ice,1,10
2013-11-01,Cuba,transfers_to_hhs,1,0
2013-11-01,Cuba,usbp_releases,1,0
2013-11-01,Cuba,ofo_paroles,1,1460
2013-11-01,Cuba,other_outcomes,1,0
2013-11-01,Haiti,t8_repatriations,2,640
2013-11-01,Haiti,transfers_to_ice,1,40
2013-11-01,Haiti,transfers_to_hhs,1,0
2013-11-01,Haiti,usbp_releases,1,0
2013-11-01,Haiti,ofo_paroles,1,0
2013-11-01,Haiti,other_outcomes,1,0
2013-11-01,El Salvador,transfers_to_ice,1,1180
2013-11-01,El Salvador,transfers_to_hhs,1,750
2013-11-01,El Salvador,usbp_releases,1,20
2013-11-01,El Salvador,ofo_paroles,1,0
2013-11-01,El Salvador,other_outcomes,1,0
2013-11-01,El Salvador,t8_repatriations,1,50
2013-11-01,Peru,transfers_to_ice,1,30
2013-11-01,Peru,transfers_to_hhs,1,10
2013-11-01,Peru,usbp_releases,1,0
2013-11-01,Peru,ofo_paroles,1,0
2013-11-01,Peru,other_outcomes,1,0
2013-11-01,Peru,t8_repatriations,1,200
2013-11-01,Other,transfers_to_ice,1,820
2013-11-01,Other,transfers_to_hhs,1,30
2013-11-01,Other,usbp_releases,1,10
2013-11-01,Other,ofo_paroles,1,40
2013-11-01,Other,other_outcomes,1,0
2013-12-01,Mexico,t8_repatriations,1,17050
2013-12-01,Mexico,transfers_to_ice,1,1440
2013-12-01,Mexico,transfers_to_hhs,1,70
2013-12-01,Mexico,usbp_releases,1,70
2013-12-01,Mexico,ofo_paroles,1,590
2013-12-01,Mexico,other_outcomes,1,10
2013-12-01,Venezuela,t8_repatriations,1,0
2013-12-01,Venezuela,transfers_to_ice,1,0
2013-12-01,Venezuela,transfers_to_hhs,1,0
2013-12-01,Venezuela,usbp_releases,1,0
2013-12-01,Venezuela,ofo_paroles,1,0
2013-12-01,Venezuela,other_outcomes,1,0
2013-12-01,Guatemala,t8_repatriations,1,2530
2013-12-01,Guatemala,transfers_to_ice,1,2020
2013-12-01,Guatemala,transfers_to_hhs,1,1420
2013-12-01,Guatemala,usbp_releases,1,30
2013-12-01,Guatemala,ofo_paroles,1,0
2013-12-01,Guatemala,other_outcomes,1,0
2013-12-01,Honduras,t8_repatriations,1,1500
2013-12-01,Honduras,transfers_to_ice,1,2590
2013-12-01,Honduras,transfers_to_hhs,1,1190
2013-12-01,Honduras,usbp_releases,1,40
2013-12-01,Honduras,ofo_paroles,1,0
2013-12-01,Honduras,other_outcomes,1,0
2013-12-01,Colombia,t8_repatriations,1,10
2013-12-01,Colombia,transfers_to_ice,1,20
2013-12-01,Colombia,transfers_to_hhs,1,0
2013-12-01,Colombia,usbp_releases,1,0
2013-12-01,Colombia,ofo_paroles,1,0
2013-12-01,Colombia,other_outcomes,1,0
2013-12-01,Ecuador,t8_repatriations,1,170
2013-12-01,Ecuador,transfers_to_ice,1,100
2013-12-01,Ecuador,transfers_to_hhs,1,60
2013-12-01,Ecuador,usbp_releases,1,0
2013-12-01,Ecuador,ofo_paroles,1,0
2013-12-01,Ecuador,other_outcomes,1,0
2013-12-01,Cuba,t8_repatriations,1,0
2013-12-01,Cuba,transfers_to_ice,1,20
2013-12-01,Cuba,transfers_to_hhs,1,0
2013-12-01,Cuba,usbp_releases,1,0
2013-12-01,Cuba,ofo_paroles,1,1500
2013-12-01,Cuba,other_outcomes,1,0
2013-12-01,Haiti,t8_repatriations,2,585
2013-12-01,Haiti,transfers_to_ice,1,30
2013-12-01,Haiti,transfers_to_hhs,1,0
2013-12-01,Haiti,usbp_releases,1,0
2013-12-01,Haiti,ofo_paroles,1,0
2013-12-01,Haiti,other_outcomes,1,0
2013-12-01,El Salvador,transfers_to_ice,1,1140
2013-12-01,El Salvador,transfers_to_hhs,1,710
2013-12-01,El Salvador,usbp_releases,1,20
2013-12-01,El Salvador,ofo_paroles,1,10
2013-12-01,El Salvador,other_outcomes,1,0
2013-12-01,El Salvador,t8_repatriations,1,40
2013-12-01,Peru,transfers_to_ice,1,20
2013-12-01,Peru,transfers_to_hhs,1,10
2013-12-01,Peru,usbp_releases,1,0
2013-12-01,Peru,ofo_paroles,1,0
2013-12-01,Peru,other_outcomes,1,0
2013-12-01,Peru,t8_repatriations,1,170
2013-12-01,Other,transfers_to_ice,1,830
2013-12-01,Other,transfers_to_hhs,1,50
2013-12-01,Other,usbp_releases,1,30
2013-12-01,Other,ofo_paroles,1,30
2013-12-01,Other,other_outcomes,1,0
2014-01-01,Mexico,t8_repatriations,1,19050
2014-01-01,Mexico,transfers_to_ice,1,1280
2014-01-01,Mexico,transfers_to_hhs,1,70
2014-01-01,Mexico,usbp_releases,1,90
2014-01-01,Mexico,ofo_paroles,1,730
2014-01-01,Mexico,other_outcomes,1,10
2014-01-01,Venezuela,t8_repatriations,1,0
2014-01-01,Venezuela,transfers_to_ice,1,0
2014-01-01,Venezuela,transfers_to_hhs,1,0
2014-01-01,Venezuela,usbp_releases,1,0
2014-01-01,Venezuela,ofo_paroles,1,0
2014-01-01,Venezuela,other_outcomes,1,0
2014-01-01,Guatemala,t8_repatriations,1,2200
2014-01-01,Guatemala,transfers_to_ice,1,1810
2014-01-01,Guatemala,transfers_to_hhs,1,1060
2014-01-01,Guatemala,usbp_releases,1,20
2014-01-01,Guatemala,ofo_paroles,1,0
2014-01-01,Guatemala,other_outcomes,1,0
2014-01-01,Honduras,t8_repatriations,1,1270
2014-01-01,Honduras,transfers_to_ice,1,1900
2014-01-01,Honduras,transfers_to_hhs,1,930
2014-01-01,Honduras,usbp_releases,1,30
2014-01-01,Honduras,ofo_paroles,1,10
2014-01-01,Honduras,other_outcomes,1,0
2014-01-01,Colombia,t8_repatriations,1,10
2014-01-01,Colombia,transfers_to_ice,1,10
2014-01-01,Colombia,transfers_to_hhs,1,0
2014-01-01,Colombia,usbp_releases,1,0
2014-01-01,Colombia,ofo_paroles,1,0
2014-01-01,Colombia,other_outcomes,1,0
2014-01-01,Ecuador,t8_repatriations,1,180
2014-01-01,Ecuador,transfers_to_ice,1,110
2014-01-01,Ecuador,transfers_to_hhs,1,40
2014-01-01,Ecuador,usbp_releases,1,0
2014-01-01,Ecuador,ofo_paroles,1,10
2014-01-01,Ecuador,other_outcomes,1,0
2014-01-01,Cuba,t8_repatriations,1,0
2014-01-01,Cuba,transfers_to_ice,1,20
2014-01-01,Cuba,transfers_to_hhs,1,0
2014-01-01,Cuba,usbp_releases,1,0
2014-01-01,Cuba,ofo_paroles,1,1090
2014-01-01,Cuba,other_outcomes,1,0
2014-01-01,Haiti,t8_repatriations,2,470
2014-01-01,Haiti,transfers_to_ice,1,20
2014-01-01,Haiti,transfers_to_hhs,1,0
2014-01-01,Haiti,usbp_releases,1,0
2014-01-01,Haiti,ofo_paroles,1,0
2014-01-01,Haiti,other_outcomes,1,0
2014-01-01,El Salvador,transfers_to_ice,1,910
2014-01-01,El Salvador,transfers_to_hhs,1,560
2014-01-01,El Salvador,usbp_releases,1,10
2014-01-01,El Salvador,ofo_paroles,1,0
2014-01-01,El Salvador,other_outcomes,1,0
2014-01-01,El Salvador,t8_repatriations,1,20
2014-01-01,Peru,transfers_to_ice,1,20
2014-01-01,Peru,transfers_to_hhs,1,10
2014-01-01,Peru,usbp_releases,1,0
2014-01-01,Peru,ofo_paroles,1,0
2014-01-01,Peru,other_outcomes,1,0
2014-01-01,Peru,t8_repatriations,1,130
2014-01-01,Other,transfers_to_ice,1,570
2014-01-01,Other,transfers_to_hhs,1,20
2014-01-01,Other,usbp_releases,1,10
2014-01-01,Other,ofo_paroles,1,40
2014-01-01,Other,other_outcomes,1,0
2014-02-01,Mexico,t8_repatriations,1,21620
2014-02-01,Mexico,transfers_to_ice,1,1220
2014-02-01,Mexico,transfers_to_hhs,1,50
2014-02-01,Mexico,usbp_releases,1,90
2014-02-01,Mexico,ofo_paroles,1,620
2014-02-01,Mexico,other_outcomes,1,20
2014-02-01,Venezuela,t8_repatriations,1,0
2014-02-01,Venezuela,transfers_to_ice,1,10
2014-02-01,Venezuela,transfers_to_hhs,1,0
2014-02-01,Venezuela,usbp_releases,1,0
2014-02-01,Venezuela,ofo_paroles,1,0
2014-02-01,Venezuela,other_outcomes,1,0
2014-02-01,Guatemala,t8_repatriations,1,2640
2014-02-01,Guatemala,transfers_to_ice,1,2200
2014-02-01,Guatemala,transfers_to_hhs,1,1220
2014-02-01,Guatemala,usbp_releases,1,20
2014-02-01,Guatemala,ofo_paroles,1,10
2014-02-01,Guatemala,other_outcomes,1,0
2014-02-01,Honduras,t8_repatriations,1,1760
2014-02-01,Honduras,transfers_to_ice,1,3000
2014-02-01,Honduras,transfers_to_hhs,1,1450
2014-02-01,Honduras,usbp_releases,1,40
2014-02-01,Honduras,ofo_paroles,1,0
2014-02-01,Honduras,other_outcomes,1,0
2014-02-01,Colombia,t8_repatriations,1,10
2014-02-01,Colombia,transfers_to_ice,1,10
2014-02-01,Colombia,transfers_to_hhs,1,0
2014-02-01,Colombia,usbp_releases,1,0
2014-02-01,Colombia,ofo_paroles,1,0
2014-02-01,Colombia,other_outcomes,1,0
2014-02-01,Ecuador,t8_repatriations,1,230
2014-02-01,Ecuador,transfers_to_ice,1,110
2014-02-01,Ecuador,transfers_to_hhs,1,60
2014-02-01,Ecuador,usbp_releases,1,0
2014-02-01,Ecuador,ofo_paroles,1,0
2014-02-01,Ecuador,other_outcomes,1,0
2014-02-01,Cuba,t8_repatriations,1,0
2014-02-01,Cuba,transfers_to_ice,1,10
2014-02-01,Cuba,transfers_to_hhs,1,0
2014-02-01,Cuba,usbp_releases,1,0
2014-02-01,Cuba,ofo_paroles,1,1020
2014-02-01,Cuba,other_outcomes,1,0
2014-02-01,Haiti,t8_repatriations,2,735
2014-02-01,Haiti,transfers_to_ice,1,70
2014-02-01,Haiti,transfers_to_hhs,1,0
2014-02-01,Haiti,usbp_releases,1,0
2014-02-01,Haiti,ofo_paroles,1,0
2014-02-01,Haiti,other_outcomes,1,0
2014-02-01,El Salvador,transfers_to_ice,1,1560
2014-02-01,El Salvador,transfers_to_hhs,1,900
2014-02-01,El Salvador,usbp_releases,1,20
2014-02-01,El Salvador,ofo_paroles,1,0
2014-02-01,El Salvador,other_outcomes,1,0
2014-02-01,El Salvador,t8_repatriations,1,30
2014-02-01,Peru,transfers_to_ice,1,30
2014-02-01,Peru,transfers_to_hhs,1,0
2014-02-01,Peru,usbp_releases,1,0
2014-02-01,Peru,ofo_paroles,1,0
2014-02-01,Peru,other_outcomes,1,0
2014-02-01,Peru,t8_repatriations,1,240
2014-02-01,Other,transfers_to_ice,1,650
2014-02-01,Other,transfers_to_hhs,1,30
2014-02-01,Other,usbp_releases,1,20
2014-02-01,Other,ofo_paroles,1,40
2014-02-01,Other,other_outcomes,1,0
2014-03-01,Mexico,t8_repatriations,1,27840
2014-03-01,Mexico,transfers_to_ice,1,1740
2014-03-01,Mexico,transfers_to_hhs,1,80
2014-03-01,Mexico,usbp_releases,1,90
2014-03-01,Mexico,ofo_paroles,1,690
2014-03-01,Mexico,other_outcomes,1,20
2014-03-01,Venezuela,t8_repatriations,1,0
2014-03-01,Venezuela,transfers_to_ice,1,0
2014-03-01,Venezuela,transfers_to_hhs,1,0
2014-03-01,Venezuela,usbp_releases,1,0
2014-03-01,Venezuela,ofo_paroles,1,0
2014-03-01,Venezuela,other_outcomes,1,0
2014-03-01,Guatemala,t8_repatriations,1,3360
2014-03-01,Guatemala,transfers_to_ice,1,2760
2014-03-01,Guatemala,transfers_to_hhs,1,1640
2014-03-01,Guatemala,usbp_releases,1,60
2014-03-01,Guatemala,ofo_paroles,1,0
2014-03-01,Guatemala,other_outcomes,1,0
2014-03-01,Honduras,t8_repatriations,1,2960
2014-03-01,Honduras,transfers_to_ice,1,4640
2014-03-01,Honduras,transfers_to_hhs,1,2170
2014-03-01,Honduras,usbp_releases,1,190
2014-03-01,Honduras,ofo_paroles,1,10
2014-03-01,Honduras,other_outcomes,1,0
2014-03-01,Colombia,t8_repatriations,1,10
2014-03-01,Colombia,transfers_to_ice,1,20
2014-03-01,Colombia,transfers_to_hhs,1,0
2014-03-01,Colombia,usbp_releases,1,0
2014-03-01,Colombia,ofo_paroles,1,0
2014-03-01,Colombia,other_outcomes,1,0
2014-03-01,Ecuador,t8_repatriations,1,230
2014-03-01,Ecuador,transfers_to_ice,1,80
2014-03-01,Ecuador,transfers_to_hhs,1,40
2014-03-01,Ecuador,usbp_releases,1,0
2014-03-01,Ecuador,ofo_paroles,1,0
2014-03-01,Ecuador,other_outcomes,1,0
2014-03-01,Cuba,t8_repatriations,1,10
2014-03-01,Cuba,transfers_to_ice,1,30
2014-03-01,Cuba,transfers_to_hhs,1,0
2014-03-01,Cuba,usbp_releases,1,0
2014-03-01,Cuba,ofo_paroles,1,1270
2014-03-01,Cuba,other_outcomes,1,0
2014-03-01,Haiti,t8_repatriations,2,1150
2014-03-01,Haiti,transfers_to_ice,1,20
2014-03-01,Haiti,transfers_to_hhs,1,0
2014-03-01,Haiti,usbp_releases,1,0
2014-03-01,Haiti,ofo_paroles,1,0
2014-03-01,Haiti,other_outcomes,1,0
2014-03-01,El Salvador,transfers_to_ice,1,2240
2014-03-01,El Salvador,transfers_to_hhs,1,1690
2014-03-01,El Salvador,usbp_releases,1,80
2014-03-01,El Salvador,ofo_paroles,1,10
2014-03-01,El Salvador,other_outcomes,1,0
2014-03-01,El Salvador,t8_repatriations,1,40
2014-03-01,Peru,transfers_to_ice,1,20
2014-03-01,Peru,transfers_to_hhs,1,10
2014-03-01,Peru,usbp_releases,1,10
2014-03-01,Peru,ofo_paroles,1,0
2014-03-01,Peru,other_outcomes,1,0
2014-03-01,Peru,t8_repatriations,1,230
2014-03-01,Other,transfers_to_ice,1,870
2014-03-01,Other,transfers_to_hhs,1,50
2014-03-01,Other,usbp_releases,1,20
2014-03-01,Other,ofo_paroles,1,40
2014-03-01,Other,other_outcomes,1,0
2014-04-01,Mexico,t8_repatriations,1,27390
2014-04-01,Mexico,transfers_to_ice,1,1620
2014-04-01,Mexico,transfers_to_hhs,1,90
2014-04-01,Mexico,usbp_releases,1,100
2014-04-01,Mexico,ofo_paroles,1,610
2014-04-01,Mexico,other_outcomes,1,20
2014-04-01,Venezuela,t8_repatriations,1,0
2014-04-01,Venezuela,transfers_to_ice,1,0
2014-04-01,Venezuela,transfers_to_hhs,1,0
2014-04-01,Venezuela,usbp_releases,1,0
2014-04-01,Venezuela,ofo_paroles,1,0
2014-04-01,Venezuela,other_outcomes,1,0
2014-04-01,Guatemala,t8_repatriations,1,3470
2014-04-01,Guatemala,transfers_to_ice,1,3000
2014-04-01,Guatemala,transfers_to_hhs,1,1850
2014-04-01,Guatemala,usbp_releases,1,50
2014-04-01,Guatemala,ofo_paroles,1,0
2014-04-01,Guatemala,other_outcomes,1,0
2014-04-01,Honduras,t8_repatriations,1,3420
2014-04-01,Honduras,transfers_to_ice,1,4940
2014-04-01,Honduras,transfers_to_hhs,1,2340
2014-04-01,Honduras,usbp_releases,1,90
2014-04-01,Honduras,ofo_paroles,1,0
2014-04-01,Honduras,other_outcomes,1,0
2014-04-01,Colombia,t8_repatriations,1,10
2014-04-01,Colombia,transfers_to_ice,1,10
2014-04-01,Colombia,transfers_to_hhs,1,0
2014-04-01,Colombia,usbp_releases,1,0
2014-04-01,Colombia,ofo_paroles,1,0
2014-04-01,Colombia,other_outcomes,1,0
2014-04-01,Ecuador,t8_repatriations,1,380
2014-04-01,Ecuador,transfers_to_ice,1,150
2014-04-01,Ecuador,transfers_to_hhs,1,80
2014-04-01,Ecuador,usbp_releases,1,0
2014-04-01,Ecuador,ofo_paroles,1,0
2014-04-01,Ecuador,other_outcomes,1,0
2014-04-01,Cuba,t8_repatriations,1,0
2014-04-01,Cuba,transfers_to_ice,1,10
2014-04-01,Cuba,transfers_to_hhs,1,0
2014-04-01,Cuba,usbp_releases,1,0
2014-04-01,Cuba,ofo_paroles,1,1270
2014-04-01,Cuba,other_outcomes,1,0
2014-04-01,Haiti,t8_repatriations,2,1360
2014-04-01,Haiti,transfers_to_ice,1,50
2014-04-01,Haiti,transfers_to_hhs,1,0
2014-04-01,Haiti,usbp_releases,1,0
2014-04-01,Haiti,ofo_paroles,1,0
2014-04-01,Haiti,other_outcomes,1,0
2014-04-01,El Salvador,transfers_to_ice,1,2610
2014-04-01,El Salvador,transfers_to_hhs,1,1930
2014-04-01,El Salvador,usbp_releases,1,70
2014-04-01,El Salvador,ofo_paroles,1,0
2014-04-01,El Salvador,other_outcomes,1,0
2014-04-01,El Salvador,t8_repatriations,1,50
2014-04-01,Peru,transfers_to_ice,1,60
2014-04-01,Peru,transfers_to_hhs,1,20
2014-04-01,Peru,usbp_releases,1,0
2014-04-01,Peru,ofo_paroles,1,0
2014-04-01,Peru,other_outcomes,1,0
2014-04-01,Peru,t8_repatriations,1,210
2014-04-01,Other,transfers_to_ice,1,670
2014-04-01,Other,transfers_to_hhs,1,50
2014-04-01,Other,usbp_releases,1,10
2014-04-01,Other,ofo_paroles,1,50
2014-04-01,Other,other_outcomes,1,0
2014-05-01,Mexico,t8_repatriations,1,24990
2014-05-01,Mexico,transfers_to_ice,1,1520
2014-05-01,Mexico,transfers_to_hhs,1,100
2014-05-01,Mexico,usbp_releases,1,70
2014-05-01,Mexico,ofo_paroles,1,620
2014-05-01,Mexico,other_outcomes,1,20
2014-05-01,Venezuela,t8_repatriations,1,0
2014-05-01,Venezuela,transfers_to_ice,1,10
2014-05-01,Venezuela,transfers_to_hhs,1,0
2014-05-01,Venezuela,usbp_releases,1,0
2014-05-01,Venezuela,ofo_paroles,1,0
2014-05-01,Venezuela,other_outcomes,1,0
2014-05-01,Guatemala,t8_repatriations,1,3940
2014-05-01,Guatemala,transfers_to_ice,1,3870
2014-05-01,Guatemala,transfers_to_hhs,1,2580
2014-05-01,Guatemala,usbp_releases,1,170
2014-05-01,Guatemala,ofo_paroles,1,0
2014-05-01,Guatemala,other_outcomes,1,0
2014-05-01,Honduras,t8_repatriations,1,3830
2014-05-01,Honduras,transfers_to_ice,1,9050
2014-05-01,Honduras,transfers_to_hhs,1,3910
2014-05-01,Honduras,usbp_releases,1,850
2014-05-01,Honduras,ofo_paroles,1,0
2014-05-01,Honduras,other_outcomes,1,0
2014-05-01,Colombia,t8_repatriations,1,10
2014-05-01,Colombia,transfers_to_ice,1,20
2014-05-01,Colombia,transfers_to_hhs,1,0
2014-05-01,Colombia,usbp_releases,1,0
2014-05-01,Colombia,ofo_paroles,1,0
2014-05-01,Colombia,other_outcomes,1,0
2014-05-01,Ecuador,t8_repatriations,1,420
2014-05-01,Ecuador,transfers_to_ice,1,140
2014-05-01,Ecuador,transfers_to_hhs,1,120
2014-05-01,Ecuador,usbp_releases,1,0
2014-05-01,Ecuador,ofo_paroles,1,0
2014-05-01,Ecuador,other_outcomes,1,0
2014-05-01,Cuba,t8_repatriations,1,0
2014-05-01,Cuba,transfers_to_ice,1,10
2014-05-01,Cuba,transfers_to_hhs,1,0
2014-05-01,Cuba,usbp_releases,1,0
2014-05-01,Cuba,ofo_paroles,1,1620
2014-05-01,Cuba,other_outcomes,1,0
2014-05-01,Haiti,t8_repatriations,2,1395
2014-05-01,Haiti,transfers_to_ice,1,30
2014-05-01,Haiti,transfers_to_hhs,1,0
2014-05-01,Haiti,usbp_releases,1,0
2014-05-01,Haiti,ofo_paroles,1,0
2014-05-01,Haiti,other_outcomes,1,0
2014-05-01,El Salvador,transfers_to_ice,1,3810
2014-05-01,El Salvador,transfers_to_hhs,1,2910
2014-05-01,El Salvador,usbp_releases,1,340
2014-05-01,El Salvador,ofo_paroles,1,0
2014-05-01,El Salvador,other_outcomes,1,0
2014-05-01,El Salvador,t8_repatriations,1,50
2014-05-01,Peru,transfers_to_ice,1,40
2014-05-01,Peru,transfers_to_hhs,1,0
2014-05-01,Peru,usbp_releases,1,0
2014-05-01,Peru,ofo_paroles,1,0
2014-05-01,Peru,other_outcomes,1,0
2014-05-01,Peru,t8_repatriations,1,250
2014-05-01,Other,transfers_to_ice,1,800
2014-05-01,Other,transfers_to_hhs,1,80
2014-05-01,Other,usbp_releases,1,10
2014-05-01,Other,ofo_paroles,1,20
2014-05-01,Other,other_outcomes,1,0
2014-06-01,Mexico,t8_repatriations,1,19910
2014-06-01,Mexico,transfers_to_ice,1,1830
2014-06-01,Mexico,transfers_to_hhs,1,90
2014-06-01,Mexico,usbp_releases,1,80
2014-06-01,Mexico,ofo_paroles,1,520
2014-06-01,Mexico,other_outcomes,1,10
2014-06-01,Venezuela,t8_repatriations,1,0
2014-06-01,Venezuela,transfers_to_ice,1,0
2014-06-01,Venezuela,transfers_to_hhs,1,0
2014-06-01,Venezuela,usbp_releases,1,0
2014-06-01,Venezuela,ofo_paroles,1,0
2014-06-01,Venezuela,other_outcomes,1,0
2014-06-01,Guatemala,t8_repatriations,1,3250
2014-06-01,Guatemala,transfers_to_ice,1,4820
2014-06-01,Guatemala,transfers_to_hhs,1,2850
2014-06-01,Guatemala,usbp_releases,1,420
2014-06-01,Guatemala,ofo_paroles,1,10
2014-06-01,Guatemala,other_outcomes,1,0
2014-06-01,Honduras,t8_repatriations,1,2670
2014-06-01,Honduras,transfers_to_ice,1,10360
2014-06-01,Honduras,transfers_to_hhs,1,3450
2014-06-01,Honduras,usbp_releases,1,1010
2014-06-01,Honduras,ofo_paroles,1,0
2014-06-01,Honduras,other_outcomes,1,0
2014-06-01,Colombia,t8_repatriations,1,20
2014-06-01,Colombia,transfers_to_ice,1,20
2014-06-01,Colombia,transfers_to_hhs,1,0
2014-06-01,Colombia,usbp_releases,1,0
2014-06-01,Colombia,ofo_paroles,1,0
2014-06-01,Colombia,other_outcomes,1,0
2014-06-01,Ecuador,t8_repatriations,1,230
2014-06-01,Ecuador,transfers_to_ice,1,110
2014-06-01,Ecuador,transfers_to_hhs,1,80
2014-06-01,Ecuador,usbp_releases,1,0
2014-06-01,Ecuador,ofo_paroles,1,10
2014-06-01,Ecuador,other_outcomes,1,0
2014-06-01,Cuba,t8_repatriations,1,0
2014-06-01,Cuba,transfers_to_ice,1,20
2014-06-01,Cuba,transfers_to_hhs,1,0
2014-06-01,Cuba,usbp_releases,1,0
2014-06-01,Cuba,ofo_paroles,1,1670
2014-06-01,Cuba,other_outcomes,1,0
2014-06-01,Haiti,t8_repatriations,2,1240
2014-06-01,Haiti,transfers_to_ice,1,30
2014-06-01,Haiti,transfers_to_hhs,1,0
2014-06-01,Haiti,usbp_releases,1,0
2014-06-01,Haiti,ofo_paroles,1,0
2014-06-01,Haiti,other_outcomes,1,0
2014-06-01,El Salvador,transfers_to_ice,1,5130
2014-06-01,El Salvador,transfers_to_hhs,1,3570
